"export-plot data (NetLogo 6.1.0)"
"St111121_Jung_global.nlogo"
"11/07/2019 07:54:21:193 +0000"

"MODEL SETTINGS"
"scenario","ac","scenario-percent","pm10-parameters"
"""INC""","100","""inc-sce""","100"

"""District level"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"143","0","115","true","143","0","15","true"
"144","0","115","true","144","0","15","true"
"145","0","115","true","145","0","15","true"
"146","0","115","true","146","0","15","true"
"147","0","115","true","147","0","15","true"
"148","0","115","true","148","0","15","true"
"149","0","115","true","149","0","15","true"
"150","0","115","true","150","0","15","true"
"151","0","115","true","151","0","15","true"
"152","0","115","true","152","0","15","true"
"153","0","115","true","153","0","15","true"
"154","0","115","true","154","0","15","true"
"155","0","115","true","155","0","15","true"
"156","0","115","true","156","0","15","true"
"157","0","115","true","157","0","15","true"
"158","0","115","true","158","0","15","true"
"159","0","115","true","159","0","15","true"
"160","0","115","true","160","0","15","true"
"161","0","115","true","161","0","15","true"
"162","0","115","true","162","0","15","true"
"163","0","115","true","163","0","15","true"
"164","0","115","true","164","0","15","true"
"165","0","115","true","165","0","15","true"
"166","0","115","true","166","0","15","true"
"167","0","115","true","167","0","15","true"
"168","0","115","true","168","0","15","true"
"169","0","115","true","169","0","15","true"
"170","0","115","true","170","0","15","true"
"171","0","115","true","171","0","15","true"
"172","0","115","true","172","0","15","true"
"173","0","115","true","173","0","15","true"
"174","0","115","true","174","0","15","true"
"175","0","115","true","175","0","15","true"
"176","0","115","true","176","0","15","true"
"177","0","115","true","177","0","15","true"
"178","0","115","true","178","0","15","true"
"179","0","115","true","179","0","15","true"
"180","0","115","true","180","0","15","true"
"181","0","115","true","181","0","15","true"
"182","0","115","true","182","0","15","true"
"183","0","115","true","183","0","15","true"
"184","0","115","true","184","0","15","true"
"185","0","115","true","185","0","15","true"
"186","0","115","true","186","0","15","true"
"187","0","115","true","187","0","15","true"
"188","0","115","true","188","0","15","true"
"189","0","115","true","189","0","15","true"
"190","0","115","true","190","0","15","true"
"191","0","115","true","191","0","15","true"
"192","0","115","true","192","0","15","true"
"193","0","115","true","193","0","15","true"
"194","0","115","true","194","0","15","true"
"195","0","115","true","195","0","15","true"
"196","0","115","true","196","0","15","true"
"197","0","115","true","197","0","15","true"
"198","0","115","true","198","0","15","true"
"199","0","115","true","199","0","15","true"
"200","0","115","true","200","0","15","true"
"201","0","115","true","201","0","15","true"
"202","0","115","true","202","0","15","true"
"203","0","115","true","203","0","15","true"
"204","0","115","true","204","0","15","true"
"205","0","115","true","205","0","15","true"
"206","0","115","true","206","0","15","true"
"207","0","115","true","207","0","15","true"
"208","0","115","true","208","0","15","true"
"209","0","115","true","209","0","15","true"
"210","0","115","true","210","0","15","true"
"211","0","115","true","211","0","15","true"
"212","0","115","true","212","0","15","true"
"213","0","115","true","213","0","15","true"
"214","0","115","true","214","0","15","true"
"215","0","115","true","215","0","15","true"
"216","0","115","true","216","0","15","true"
"217","0","115","true","217","0","15","true"
"218","0","115","true","218","0","15","true"
"219","0","115","true","219","0","15","true"
"220","0","115","true","220","0","15","true"
"221","0","115","true","221","0","15","true"
"222","0","115","true","222","0","15","true"
"223","0","115","true","223","0","15","true"
"224","0","115","true","224","0","15","true"
"225","0","115","true","225","0","15","true"
"226","0","115","true","226","0","15","true"
"227","0","115","true","227","0","15","true"
"228","0","115","true","228","0","15","true"
"229","0","115","true","229","0","15","true"
"230","0","115","true","230","0","15","true"
"231","0","115","true","231","0","15","true"
"232","0","115","true","232","0","15","true"
"233","0","115","true","233","0","15","true"
"234","0","115","true","234","0","15","true"
"235","0","115","true","235","0","15","true"
"236","0","115","true","236","0","15","true"
"237","0","115","true","237","0","15","true"
"238","0","115","true","238","0","15","true"
"239","0","115","true","239","0","15","true"
"240","0","115","true","240","0","15","true"
"241","0","115","true","241","0","15","true"
"242","0","115","true","242","0","15","true"
"243","0","115","true","243","0","15","true"
"244","0","115","true","244","0","15","true"
"245","0","115","true","245","0","15","true"
"246","0","115","true","246","0","15","true"
"247","0","115","true","247","0","15","true"
"248","0","115","true","248","0","15","true"
"249","0","115","true","249","0","15","true"
"250","0","115","true","250","0","15","true"
"251","0","115","true","251","0","15","true"
"252","0","115","true","252","0","15","true"
"253","0","115","true","253","0","15","true"
"254","0","115","true","254","0","15","true"
"255","0","115","true","255","0","15","true"
"256","0","115","true","256","0","15","true"
"257","0","115","true","257","0","15","true"
"258","0","115","true","258","0","15","true"
"259","0","115","true","259","0","15","true"
"260","0","115","true","260","0","15","true"
"261","0","115","true","261","0","15","true"
"262","0","115","true","262","0","15","true"
"263","0","115","true","263","0","15","true"
"264","0","115","true","264","0","15","true"
"265","0","115","true","265","0","15","true"
"266","0","115","true","266","0","15","true"
"267","0","115","true","267","0","15","true"
"268","0","115","true","268","0","15","true"
"269","0","115","true","269","0","15","true"
"270","0","115","true","270","0","15","true"
"271","0","115","true","271","0","15","true"
"272","0","115","true","272","0","15","true"
"273","0","115","true","273","0","15","true"
"274","0","115","true","274","0","15","true"
"275","0","115","true","275","0","15","true"
"276","0","115","true","276","0","15","true"
"277","0","115","true","277","0","15","true"
"278","0","115","true","278","0","15","true"
"279","0","115","true","279","0","15","true"
"280","0","115","true","280","0","15","true"
"281","0","115","true","281","0","15","true"
"282","0","115","true","282","0","15","true"
"283","0","115","true","283","0","15","true"
"284","0","115","true","284","0","15","true"
"285","0","115","true","285","0","15","true"
"286","0","115","true","286","0","15","true"
"287","0","115","true","287","0","15","true"
"288","0","115","true","288","0","15","true"
"289","0","115","true","289","0","15","true"
"290","0","115","true","290","0","15","true"
"291","0","115","true","291","0","15","true"
"292","0","115","true","292","0","15","true"
"293","0","115","true","293","0","15","true"
"294","0","115","true","294","0","15","true"
"295","0","115","true","295","0","15","true"
"296","0","115","true","296","0","15","true"
"297","0","115","true","297","0","15","true"
"298","0","115","true","298","0","15","true"
"299","0","115","true","299","0","15","true"
"300","0","115","true","300","0","15","true"
"301","0","115","true","301","0","15","true"
"302","0","115","true","302","0","15","true"
"303","0","115","true","303","0","15","true"
"304","0","115","true","304","0","15","true"
"305","0","115","true","305","0","15","true"
"306","0","115","true","306","0","15","true"
"307","0","115","true","307","0","15","true"
"308","0","115","true","308","0","15","true"
"309","0","115","true","309","0","15","true"
"310","0","115","true","310","0","15","true"
"311","0","115","true","311","0","15","true"
"312","0","115","true","312","0","15","true"
"313","0","115","true","313","0","15","true"
"314","0","115","true","314","0","15","true"
"315","0","115","true","315","0","15","true"
"316","0","115","true","316","0","15","true"
"317","0","115","true","317","0","15","true"
"318","0","115","true","318","0","15","true"
"319","0","115","true","319","0","15","true"
"320","0","115","true","320","0","15","true"
"321","0","115","true","321","0","15","true"
"322","0","115","true","322","0","15","true"
"323","0","115","true","323","0","15","true"
"324","0","115","true","324","0","15","true"
"325","0","115","true","325","0","15","true"
"326","0","115","true","326","0","15","true"
"327","0","115","true","327","0","15","true"
"328","0","115","true","328","0","15","true"
"329","0","115","true","329","0","15","true"
"330","0","115","true","330","0","15","true"
"331","0","115","true","331","0","15","true"
"332","0","115","true","332","0","15","true"
"333","0","115","true","333","0","15","true"
"334","0","115","true","334","0","15","true"
"335","0","115","true","335","0","15","true"
"336","0","115","true","336","0","15","true"
"337","0","115","true","337","0","15","true"
"338","0","115","true","338","0","15","true"
"339","0","115","true","339","0","15","true"
"340","0","115","true","340","0","15","true"
"341","0","115","true","341","0","15","true"
"342","0","115","true","342","0","15","true"
"343","0","115","true","343","0","15","true"
"344","0","115","true","344","0","15","true"
"345","0","115","true","345","0","15","true"
"346","0","115","true","346","0","15","true"
"347","0","115","true","347","0","15","true"
"348","0","115","true","348","0","15","true"
"349","0","115","true","349","0","15","true"
"350","0","115","true","350","0","15","true"
"351","0","115","true","351","0","15","true"
"352","0","115","true","352","0","15","true"
"353","0","115","true","353","0","15","true"
"354","0","115","true","354","0","15","true"
"355","0","115","true","355","0","15","true"
"356","0","115","true","356","0","15","true"
"357","0","115","true","357","0","15","true"
"358","0","115","true","358","0","15","true"
"359","0","115","true","359","0","15","true"
"360","0","115","true","360","0","15","true"
"361","0","115","true","361","0","15","true"
"362","0","115","true","362","0","15","true"
"363","0","115","true","363","0","15","true"
"364","0","115","true","364","0","15","true"
"365","0","115","true","365","0","15","true"
"366","0","115","true","366","0","15","true"
"367","0","115","true","367","0","15","true"
"368","0","115","true","368","0","15","true"
"369","0","115","true","369","0","15","true"
"370","0","115","true","370","0","15","true"
"371","0","115","true","371","0","15","true"
"372","0","115","true","372","0","15","true"
"373","0","115","true","373","0","15","true"
"374","0","115","true","374","0","15","true"
"375","0","115","true","375","0","15","true"
"376","0","115","true","376","0","15","true"
"377","0","115","true","377","0","15","true"
"378","0","115","true","378","0","15","true"
"379","0","115","true","379","0","15","true"
"380","0","115","true","380","0","15","true"
"381","0","115","true","381","0","15","true"
"382","0","115","true","382","0","15","true"
"383","0","115","true","383","0","15","true"
"384","0","115","true","384","0","15","true"
"385","0","115","true","385","0","15","true"
"386","0","115","true","386","0","15","true"
"387","0","115","true","387","0","15","true"
"388","0","115","true","388","0","15","true"
"389","0","115","true","389","0","15","true"
"390","0","115","true","390","0","15","true"
"391","0","115","true","391","0","15","true"
"392","0","115","true","392","0","15","true"
"393","0","115","true","393","0","15","true"
"394","0","115","true","394","0","15","true"
"395","0","115","true","395","0","15","true"
"396","0","115","true","396","0","15","true"
"397","0","115","true","397","0","15","true"
"398","0","115","true","398","0","15","true"
"399","0","115","true","399","0","15","true"
"400","0","115","true","400","0","15","true"
"401","0","115","true","401","0","15","true"
"402","0","115","true","402","0","15","true"
"403","0","115","true","403","0","15","true"
"404","0","115","true","404","0","15","true"
"405","0","115","true","405","0","15","true"
"406","0","115","true","406","0","15","true"
"407","0","115","true","407","0","15","true"
"408","0","115","true","408","0","15","true"
"409","0","115","true","409","0","15","true"
"410","0","115","true","410","0","15","true"
"411","0","115","true","411","0","15","true"
"412","0","115","true","412","0","15","true"
"413","0","115","true","413","0","15","true"
"414","0","115","true","414","0","15","true"
"415","0","115","true","415","0","15","true"
"416","0","115","true","416","0","15","true"
"417","0","115","true","417","0","15","true"
"418","0","115","true","418","0","15","true"
"419","0","115","true","419","0","15","true"
"420","0","115","true","420","0","15","true"
"421","0","115","true","421","0","15","true"
"422","0","115","true","422","0","15","true"
"423","0","115","true","423","0","15","true"
"424","0","115","true","424","0","15","true"
"425","0","115","true","425","0","15","true"
"426","0","115","true","426","0","15","true"
"427","0","115","true","427","0","15","true"
"428","0","115","true","428","0","15","true"
"429","0","115","true","429","0","15","true"
"430","0","115","true","430","0","15","true"
"431","0","115","true","431","0","15","true"
"432","0","115","true","432","0","15","true"
"433","0","115","true","433","0","15","true"
"434","0","115","true","434","0","15","true"
"435","0","115","true","435","0","15","true"
"436","0","115","true","436","0","15","true"
"437","0","115","true","437","0","15","true"
"438","0","115","true","438","0","15","true"
"439","0","115","true","439","0","15","true"
"440","0","115","true","440","0","15","true"
"441","0","115","true","441","0","15","true"
"442","0","115","true","442","0","15","true"
"443","0","115","true","443","0","15","true"
"444","0","115","true","444","0","15","true"
"445","0","115","true","445","0","15","true"
"446","0","115","true","446","0","15","true"
"447","0","115","true","447","0","15","true"
"448","0","115","true","448","0","15","true"
"449","0","115","true","449","0","15","true"
"450","0","115","true","450","0","15","true"
"451","0","115","true","451","0","15","true"
"452","0","115","true","452","0","15","true"
"453","0","115","true","453","0","15","true"
"454","0","115","true","454","0","15","true"
"455","0","115","true","455","0","15","true"
"456","0","115","true","456","0","15","true"
"457","0","115","true","457","0","15","true"
"458","0","115","true","458","0","15","true"
"459","0","115","true","459","0","15","true"
"460","0","115","true","460","0","15","true"
"461","0","115","true","461","0","15","true"
"462","0","115","true","462","0","15","true"
"463","0","115","true","463","0","15","true"
"464","0","115","true","464","0","15","true"
"465","0","115","true","465","0","15","true"
"466","0","115","true","466","0","15","true"
"467","0","115","true","467","0","15","true"
"468","0","115","true","468","0","15","true"
"469","0","115","true","469","0","15","true"
"470","0","115","true","470","0","15","true"
"471","0","115","true","471","0","15","true"
"472","0","115","true","472","0","15","true"
"473","0","115","true","473","0","15","true"
"474","0","115","true","474","0","15","true"
"475","0","115","true","475","0","15","true"
"476","0","115","true","476","0","15","true"
"477","0","115","true","477","0","15","true"
"478","0","115","true","478","0","15","true"
"479","0","115","true","479","0","15","true"
"480","0","115","true","480","0","15","true"
"481","0","115","true","481","0","15","true"
"482","0","115","true","482","0","15","true"
"483","0","115","true","483","0","15","true"
"484","0","115","true","484","0","15","true"
"485","0","115","true","485","0","15","true"
"486","0","115","true","486","0","15","true"
"487","0","115","true","487","0","15","true"
"488","0","115","true","488","0","15","true"
"489","0","115","true","489","0","15","true"
"490","0","115","true","490","0","15","true"
"491","0","115","true","491","0","15","true"
"492","0","115","true","492","0","15","true"
"493","0","115","true","493","0","15","true"
"494","0","115","true","494","0","15","true"
"495","0","115","true","495","0","15","true"
"496","0","115","true","496","0","15","true"
"497","0","115","true","497","0","15","true"
"498","0","115","true","498","0","15","true"
"499","0","115","true","499","0","15","true"
"500","0","115","true","500","0","15","true"
"501","0","115","true","501","0","15","true"
"502","0","115","true","502","0","15","true"
"503","0","115","true","503","0","15","true"
"504","0","115","true","504","0","15","true"
"505","0","115","true","505","0","15","true"
"506","0","115","true","506","0","15","true"
"507","0","115","true","507","0","15","true"
"508","0","115","true","508","0","15","true"
"509","0","115","true","509","0","15","true"
"510","0","115","true","510","0","15","true"
"511","0","115","true","511","0","15","true"
"512","0","115","true","512","0","15","true"
"513","0","115","true","513","0","15","true"
"514","0","115","true","514","0","15","true"
"515","0","115","true","515","0","15","true"
"516","0","115","true","516","0","15","true"
"517","0","115","true","517","0","15","true"
"518","0","115","true","518","0","15","true"
"519","0","115","true","519","0","15","true"
"520","0","115","true","520","0","15","true"
"521","0","115","true","521","0","15","true"
"522","0","115","true","522","0","15","true"
"523","0","115","true","523","0","15","true"
"524","0","115","true","524","0","15","true"
"525","0","115","true","525","0","15","true"
"526","0","115","true","526","0","15","true"
"527","0","115","true","527","0","15","true"
"528","0","115","true","528","0","15","true"
"529","0","115","true","529","0","15","true"
"530","0","115","true","530","0","15","true"
"531","0","115","true","531","0","15","true"
"532","0","115","true","532","0","15","true"
"533","0","115","true","533","0","15","true"
"534","0","115","true","534","0","15","true"
"535","0","115","true","535","0","15","true"
"536","0","115","true","536","0","15","true"
"537","0","115","true","537","0","15","true"
"538","0","115","true","538","0","15","true"
"539","0","115","true","539","0","15","true"
"540","0","115","true","540","0","15","true"
"541","0","115","true","541","0","15","true"
"542","0","115","true","542","0","15","true"
"543","0","115","true","543","0","15","true"
"544","0","115","true","544","0","15","true"
"545","0","115","true","545","0","15","true"
"546","0","115","true","546","0","15","true"
"547","0","115","true","547","0","15","true"
"548","0","115","true","548","0","15","true"
"549","0","115","true","549","0","15","true"
"550","0","115","true","550","0","15","true"
"551","0","115","true","551","0","15","true"
"552","0","115","true","552","0","15","true"
"553","0","115","true","553","0","15","true"
"554","0","115","true","554","0","15","true"
"555","0","115","true","555","0","15","true"
"556","0","115","true","556","0","15","true"
"557","0","115","true","557","0","15","true"
"558","0","115","true","558","0","15","true"
"559","0","115","true","559","0","15","true"
"560","0","115","true","560","0","15","true"
"561","0","115","true","561","0","15","true"
"562","0","115","true","562","0","15","true"
"563","0","115","true","563","0","15","true"
"564","0","115","true","564","0","15","true"
"565","0","115","true","565","0","15","true"
"566","0","115","true","566","0","15","true"
"567","0","115","true","567","0","15","true"
"568","0","115","true","568","0","15","true"
"569","0","115","true","569","0","15","true"
"570","0","115","true","570","0","15","true"
"571","0","115","true","571","0","15","true"
"572","0","115","true","572","0","15","true"
"573","0","115","true","573","0","15","true"
"574","0","115","true","574","0","15","true"
"575","0","115","true","575","0","15","true"
"576","0","115","true","576","0","15","true"
"577","0","115","true","577","0","15","true"
"578","0","115","true","578","0","15","true"
"579","0","115","true","579","0","15","true"
"580","0","115","true","580","0","15","true"
"581","0","115","true","581","0","15","true"
"582","0","115","true","582","0","15","true"
"583","0","115","true","583","0","15","true"
"584","0","115","true","584","0","15","true"
"585","0","115","true","585","0","15","true"
"586","0","115","true","586","0","15","true"
"587","0","115","true","587","0","15","true"
"588","0","115","true","588","0","15","true"
"589","0","115","true","589","0","15","true"
"590","0","115","true","590","0","15","true"
"591","0","115","true","591","0","15","true"
"592","0","115","true","592","0","15","true"
"593","0","115","true","593","0","15","true"
"594","0","115","true","594","0","15","true"
"595","0","115","true","595","0","15","true"
"596","0","115","true","596","0","15","true"
"597","0","115","true","597","0","15","true"
"598","0","115","true","598","0","15","true"
"599","0","115","true","599","0","15","true"
"600","0","115","true","600","0","15","true"
"601","0","115","true","601","0","15","true"
"602","0","115","true","602","0","15","true"
"603","0","115","true","603","0","15","true"
"604","0","115","true","604","0","15","true"
"605","0","115","true","605","0","15","true"
"606","0","115","true","606","0","15","true"
"607","0","115","true","607","0","15","true"
"608","0","115","true","608","0","15","true"
"609","0","115","true","609","0","15","true"
"610","0","115","true","610","0","15","true"
"611","0","115","true","611","0","15","true"
"612","0","115","true","612","0","15","true"
"613","0","115","true","613","0","15","true"
"614","0","115","true","614","0","15","true"
"615","0","115","true","615","0","15","true"
"616","0","115","true","616","0","15","true"
"617","0","115","true","617","0","15","true"
"618","0","115","true","618","0","15","true"
"619","0","115","true","619","0","15","true"
"620","0","115","true","620","0","15","true"
"621","0","115","true","621","0","15","true"
"622","0","115","true","622","0","15","true"
"623","0","115","true","623","0","15","true"
"624","0","115","true","624","0","15","true"
"625","0","115","true","625","0","15","true"
"626","0","115","true","626","0","15","true"
"627","0","115","true","627","0","15","true"
"628","0","115","true","628","0","15","true"
"629","0","115","true","629","0","15","true"
"630","0","115","true","630","0","15","true"
"631","0","115","true","631","0","15","true"
"632","0","115","true","632","0","15","true"
"633","0","115","true","633","0","15","true"
"634","0","115","true","634","0","15","true"
"635","0","115","true","635","0","15","true"
"636","0","115","true","636","0","15","true"
"637","0","115","true","637","0","15","true"
"638","0","115","true","638","0","15","true"
"639","0","115","true","639","0","15","true"
"640","0","115","true","640","0","15","true"
"641","0","115","true","641","0","15","true"
"642","0","115","true","642","0","15","true"
"643","0","115","true","643","0","15","true"
"644","0","115","true","644","0","15","true"
"645","0","115","true","645","0","15","true"
"646","0","115","true","646","0","15","true"
"647","0","115","true","647","0","15","true"
"648","0","115","true","648","0","15","true"
"649","0","115","true","649","0","15","true"
"650","0","115","true","650","0","15","true"
"651","0","115","true","651","0","15","true"
"652","0","115","true","652","0","15","true"
"653","0","115","true","653","0","15","true"
"654","0","115","true","654","0","15","true"
"655","0","115","true","655","0","15","true"
"656","0","115","true","656","0","15","true"
"657","0","115","true","657","0","15","true"
"658","0","115","true","658","0","15","true"
"659","0","115","true","659","0","15","true"
"660","0","115","true","660","0","15","true"
"661","0","115","true","661","0","15","true"
"662","0","115","true","662","0","15","true"
"663","0","115","true","663","0","15","true"
"664","0","115","true","664","0","15","true"
"665","0","115","true","665","0","15","true"
"666","0","115","true","666","0","15","true"
"667","0","115","true","667","0","15","true"
"668","0","115","true","668","0","15","true"
"669","0","115","true","669","0","15","true"
"670","0","115","true","670","0","15","true"
"671","0","115","true","671","0","15","true"
"672","0","115","true","672","0","15","true"
"673","0","115","true","673","0","15","true"
"674","0","115","true","674","0","15","true"
"675","0","115","true","675","0","15","true"
"676","0","115","true","676","0","15","true"
"677","0","115","true","677","0","15","true"
"678","0","115","true","678","0","15","true"
"679","0","115","true","679","0","15","true"
"680","0","115","true","680","0","15","true"
"681","0","115","true","681","0","15","true"
"682","0","115","true","682","0","15","true"
"683","0","115","true","683","0","15","true"
"684","0","115","true","684","0","15","true"
"685","0","115","true","685","0","15","true"
"686","0","115","true","686","0","15","true"
"687","0","115","true","687","0","15","true"
"688","0","115","true","688","0","15","true"
"689","0","115","true","689","0","15","true"
"690","0","115","true","690","0","15","true"
"691","0","115","true","691","0","15","true"
"692","0","115","true","692","0","15","true"
"693","0","115","true","693","0","15","true"
"694","0","115","true","694","0","15","true"
"695","0","115","true","695","0","15","true"
"696","0","115","true","696","0","15","true"
"697","0","115","true","697","0","15","true"
"698","0","115","true","698","0","15","true"
"699","0","115","true","699","0","15","true"
"700","0","115","true","700","0","15","true"
"701","0","115","true","701","0","15","true"
"702","0","115","true","702","0","15","true"
"703","0","115","true","703","0","15","true"
"704","0","115","true","704","0","15","true"
"705","0","115","true","705","0","15","true"
"706","0","115","true","706","0","15","true"
"707","0","115","true","707","0","15","true"
"708","0","115","true","708","0","15","true"
"709","0","115","true","709","0","15","true"
"710","0","115","true","710","0","15","true"
"711","0","115","true","711","0","15","true"
"712","0","115","true","712","0","15","true"
"713","0","115","true","713","0","15","true"
"714","0","115","true","714","0","15","true"
"715","0","115","true","715","0","15","true"
"716","0","115","true","716","0","15","true"
"717","0","115","true","717","0","15","true"
"718","0","115","true","718","0","15","true"
"719","0","115","true","719","0","15","true"
"720","0","115","true","720","0","15","true"
"721","0","115","true","721","0","15","true"
"722","0","115","true","722","0","15","true"
"723","0","115","true","723","0","15","true"
"724","0","115","true","724","0","15","true"
"725","0","115","true","725","0","15","true"
"726","0","115","true","726","0","15","true"
"727","0","115","true","727","0","15","true"
"728","0","115","true","728","0","15","true"
"729","0","115","true","729","0","15","true"
"730","0","115","true","730","0","15","true"
"731","0","115","true","731","0","15","true"
"732","0","115","true","732","0","15","true"
"733","0","115","true","733","0","15","true"
"734","0","115","true","734","0","15","true"
"735","0","115","true","735","0","15","true"
"736","0","115","true","736","0","15","true"
"737","0","115","true","737","0","15","true"
"738","0","115","true","738","0","15","true"
"739","0","115","true","739","0","15","true"
"740","0","115","true","740","0","15","true"
"741","0","115","true","741","0","15","true"
"742","0","115","true","742","0","15","true"
"743","0","115","true","743","0","15","true"
"744","0","115","true","744","0","15","true"
"745","0","115","true","745","0","15","true"
"746","0","115","true","746","0","15","true"
"747","0","115","true","747","0","15","true"
"748","0","115","true","748","0","15","true"
"749","0","115","true","749","0","15","true"
"750","0","115","true","750","0","15","true"
"751","0","115","true","751","0","15","true"
"752","0","115","true","752","0","15","true"
